HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Input.image_A_url,Input.image_B_url,Answer.choice,Approve,Reject
382GHPVPHSLMSHO2Q6BII1LIKUS43N,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Fri Mar 09 21:28:21 PST 2018,2,BatchId:3147587;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 22:28:21 PDT 2018,,,3WEV0KO0ONM6ZEQ3ZYIEIXIOFSPSD3,A3RYI5HXC2MJLN,Submitted,Fri Mar 09 21:48:52 PST 2018,Fri Mar 09 21:48:58 PST 2018,Mon Mar 12 22:48:58 PDT 2018,,,,6,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_zebra/n02381460_1420_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_horse/n02381460_1420.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X1_test160_fake_horse/n02381460_1420_fake_A.png,optionA,,
3XU80RHWHZA7AD76QKG1S6DOYUO448,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Fri Mar 09 21:28:21 PST 2018,2,BatchId:3147587;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 22:28:21 PDT 2018,,,33F859I5677OU8E3A8F9JTNM3WUBHS,A3C2PSZEKN8OWD,Submitted,Fri Mar 09 21:31:16 PST 2018,Fri Mar 09 21:31:22 PST 2018,Mon Mar 12 22:31:22 PDT 2018,,,,6,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_zebra/n02381460_1540_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_horse/n02381460_1540.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X1_test160_fake_horse/n02381460_1540_fake_A.png,optionA,,
3XU80RHWHZA7AD76QKG1S6DOYUO448,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Fri Mar 09 21:28:21 PST 2018,2,BatchId:3147587;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 22:28:21 PDT 2018,,,3R3YRB5GRGXOGKFV4TMC7XS6FMBUAH,A3BP890CXV4UMN,Submitted,Fri Mar 09 21:35:01 PST 2018,Fri Mar 09 21:35:11 PST 2018,Mon Mar 12 22:35:11 PDT 2018,,,,10,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_zebra/n02381460_1540_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_horse/n02381460_1540.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X1_test160_fake_horse/n02381460_1540_fake_A.png,optionA,,
3QTFNPMJC6C9ZI51TILNLBWXQ6MNZY,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Fri Mar 09 21:28:21 PST 2018,2,BatchId:3147587;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 22:28:21 PDT 2018,,,3KRVW3HTZOF938WGCRHH1N5IO6HMSF,AOK9ZTWFLPLMH,Submitted,Fri Mar 09 21:48:54 PST 2018,Fri Mar 09 21:49:00 PST 2018,Mon Mar 12 22:49:00 PDT 2018,,,,6,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_zebra/n02381460_1620_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_horse/n02381460_1620.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X1_test160_fake_horse/n02381460_1620_fake_A.png,optionA,,
30OITAWPBQX2JV1DMMWB33X8PRO9HV,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Fri Mar 09 21:28:21 PST 2018,2,BatchId:3147587;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 22:28:21 PDT 2018,,,3SEPORI8WOT52J95AGLKOP7LH4QAZM,A1T02KY1E9YI3I,Submitted,Fri Mar 09 21:30:22 PST 2018,Fri Mar 09 21:30:34 PST 2018,Mon Mar 12 22:30:34 PDT 2018,,,,12,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_zebra/n02381460_1630_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_horse/n02381460_1630.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X1_test160_fake_horse/n02381460_1630_fake_A.png,optionA,,
3LN50BUKPV5PXE0AUW76HLQUBCFLP9,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Fri Mar 09 21:28:21 PST 2018,2,BatchId:3147587;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 22:28:21 PDT 2018,,,3GGAI1SQEWSTWR7KF5RHMI1023TMCJ,A2T2EY1WMQJMOU,Submitted,Fri Mar 09 21:31:50 PST 2018,Fri Mar 09 21:32:21 PST 2018,Mon Mar 12 22:32:21 PDT 2018,,,,31,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_zebra/n02381460_1660_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_horse/n02381460_1660.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X1_test160_fake_horse/n02381460_1660_fake_A.png,optionA,,
3LN50BUKPV5PXE0AUW76HLQUBCFLP9,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Fri Mar 09 21:28:21 PST 2018,2,BatchId:3147587;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 22:28:21 PDT 2018,,,3R0T90IZ1T6T4HBY42TM9DH36HJGC7,AKK2BPA71TA3M,Submitted,Fri Mar 09 21:45:08 PST 2018,Fri Mar 09 21:45:27 PST 2018,Mon Mar 12 22:45:27 PDT 2018,,,,19,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_zebra/n02381460_1660_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_horse/n02381460_1660.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X1_test160_fake_horse/n02381460_1660_fake_A.png,optionA,,
3B286OTISEBCFK682SDWBBO781AJAP,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Fri Mar 09 21:28:21 PST 2018,2,BatchId:3147587;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 22:28:21 PDT 2018,,,3HFNH7HEMI8XYILH9KUHTI6KAWIQGK,A1PUHCEBSOWETV,Submitted,Fri Mar 09 21:32:15 PST 2018,Fri Mar 09 21:32:29 PST 2018,Mon Mar 12 22:32:29 PDT 2018,,,,14,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_zebra/n02381460_1740_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_horse/n02381460_1740.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X1_test160_fake_horse/n02381460_1740_fake_A.png,optionA,,
3B286OTISEBCFK682SDWBBO781AJAP,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Fri Mar 09 21:28:21 PST 2018,2,BatchId:3147587;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 22:28:21 PDT 2018,,,3I3WADAZ9RYWX9JHDBJM0GKV5MM5O9,A1T02KY1E9YI3I,Submitted,Fri Mar 09 21:29:23 PST 2018,Fri Mar 09 21:29:54 PST 2018,Mon Mar 12 22:29:54 PDT 2018,,,,31,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_zebra/n02381460_1740_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_horse/n02381460_1740.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X1_test160_fake_horse/n02381460_1740_fake_A.png,optionA,,
34OWYT6U3WB2FQCXS4EW3FYNP439IO,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Fri Mar 09 21:28:21 PST 2018,2,BatchId:3147587;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 22:28:21 PDT 2018,,,3G5W44VEU8CBNFNMWFAKXWUBBQSKGO,A3RYI5HXC2MJLN,Submitted,Fri Mar 09 21:48:40 PST 2018,Fri Mar 09 21:48:45 PST 2018,Mon Mar 12 22:48:45 PDT 2018,,,,5,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_zebra/n02381460_1830_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_horse/n02381460_1830.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X1_test160_fake_horse/n02381460_1830_fake_A.png,optionA,,
3R4QIDVOJP67UH1S4W4RAE16O8CEEU,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Fri Mar 09 21:28:21 PST 2018,2,BatchId:3147587;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 22:28:21 PDT 2018,,,3ZOTGHDK5J5X3BHSP7WUTRUNJ6VOSV,A1XCX1KI3XRPRZ,Submitted,Fri Mar 09 21:39:32 PST 2018,Fri Mar 09 21:39:43 PST 2018,Mon Mar 12 22:39:43 PDT 2018,,,,11,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_zebra/n02381460_1870_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_horse/n02381460_1870.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X1_test160_fake_horse/n02381460_1870_fake_A.png,optionA,,
