HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Input.image_A_url,Input.image_B_url,Answer.choice,Approve,Reject
3UOMW19E6D0S10OLX45TGWVQQ3JC5H,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Thu Mar 08 23:18:30 PST 2018,2,BatchId:3146169;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 00:18:30 PDT 2018,,,3EJPLAJKENA4FHX2K3488K5ZLHSZ65,A2VI8XH6A1PB27,Approved,Thu Mar 08 23:36:55 PST 2018,Thu Mar 08 23:37:03 PST 2018,Mon Mar 12 00:37:03 PDT 2018,Fri Mar 09 00:25:34 PST 2018,,,8,100% (12/12),100% (12/12),100% (12/12),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_horse/n02381460_7170.jpg,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_zebra/n02381460_7170.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X2_test200_fake_zebra/n02381460_7170_fake_B.png,optionA,,
337F8MIIMZ7QBPP57JTZG3NBHIR40B,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Thu Mar 08 23:18:30 PST 2018,2,BatchId:3146169;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 00:18:30 PDT 2018,,,3FE2ERCCZY20QJ10XQS0YMPCWIEOPX,A3VETGL4OCTWD5,Submitted,Thu Mar 08 23:22:28 PST 2018,Thu Mar 08 23:22:55 PST 2018,Mon Mar 12 00:22:55 PDT 2018,,,,27,100% (3/3),100% (3/3),100% (3/3),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_horse/n02381460_7190.jpg,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_zebra/n02381460_7190.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X2_test200_fake_zebra/n02381460_7190_fake_B.png,optionA,,
39N6W9XWRDH3K0EAAS69HKEYJ0FGYB,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Thu Mar 08 23:18:31 PST 2018,2,BatchId:3146169;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 00:18:31 PDT 2018,,,3KYQYYSHYW1R1MYASH15YS8NIZBODJ,A3QQJISUKWNE0,Submitted,Thu Mar 08 23:21:31 PST 2018,Thu Mar 08 23:22:04 PST 2018,Mon Mar 12 00:22:04 PDT 2018,,,,33,100% (1/1),100% (1/1),100% (1/1),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_horse/n02381460_7970.jpg,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_zebra/n02381460_7970.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X2_test200_fake_zebra/n02381460_7970_fake_B.png,optionA,,
3R868ACW4S63PQOF6E8SVRN0PUJGZ2,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Thu Mar 08 23:18:31 PST 2018,2,BatchId:3146169;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 00:18:31 PDT 2018,,,36DSNE9QZ6S448Y22DNG1Q30NJ8JOS,A2P1KI42CJVNIA,Submitted,Thu Mar 08 23:20:40 PST 2018,Thu Mar 08 23:20:55 PST 2018,Mon Mar 12 00:20:55 PDT 2018,,,,15,100% (2/2),100% (2/2),100% (2/2),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_horse/n02381460_9240.jpg,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_zebra/n02381460_9240.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X2_test200_fake_zebra/n02381460_9240_fake_B.png,optionA,,
3B286OTISEBCFK682SDWBBO781TJA8,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Thu Mar 08 23:18:31 PST 2018,2,BatchId:3146169;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 00:18:31 PDT 2018,,,35L9RVQFCPC3Q7N9AZW4OJFASDTHUZ,A2VI8XH6A1PB27,Submitted,Thu Mar 08 23:29:04 PST 2018,Thu Mar 08 23:29:09 PST 2018,Mon Mar 12 00:29:09 PDT 2018,,,,5,100% (12/12),100% (12/12),100% (12/12),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_horse/n02381460_950.jpg,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_zebra/n02381460_950.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X2_test200_fake_zebra/n02381460_950_fake_B.png,optionA,,
3GS542CVJVHQ32HILKV2E6UIKIG95X,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Thu Mar 08 23:18:27 PST 2018,2,BatchId:3146169;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 00:18:27 PDT 2018,,,3NG53N1RLWDX5REKQ93410ZCHDAP8V,A3N5P5VO81FIJ6,Submitted,Thu Mar 08 23:23:59 PST 2018,Thu Mar 08 23:24:31 PST 2018,Mon Mar 12 00:24:31 PDT 2018,,,,32,100% (2/2),100% (2/2),100% (2/2),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_horse/n02381460_1000.jpg,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_zebra/n02381460_1000.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X2_test200_fake_zebra/n02381460_1000_fake_B.png,optionB,,
3GS542CVJVHQ32HILKV2E6UIKIG95X,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Thu Mar 08 23:18:27 PST 2018,2,BatchId:3146169;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 00:18:27 PDT 2018,,,3TXMY6UCAFIKH65C7YYY3RL5C0ICQG,A18S7VHZ6X4F93,Submitted,Thu Mar 08 23:27:47 PST 2018,Thu Mar 08 23:27:57 PST 2018,Mon Mar 12 00:27:57 PDT 2018,,,,10,100% (2/2),100% (2/2),100% (2/2),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_horse/n02381460_1000.jpg,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_zebra/n02381460_1000.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X2_test200_fake_zebra/n02381460_1000_fake_B.png,optionB,,
3O0M2G5VC6W87JDI7FCS9EO4KML94S,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Thu Mar 08 23:18:27 PST 2018,2,BatchId:3146169;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 00:18:27 PDT 2018,,,3IJXV6UZ1YDB6A6CCNJKJKT5LR3RIX,A3VETGL4OCTWD5,Submitted,Thu Mar 08 23:23:07 PST 2018,Thu Mar 08 23:23:23 PST 2018,Mon Mar 12 00:23:23 PDT 2018,,,,16,100% (3/3),100% (3/3),100% (3/3),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_horse/n02381460_1010.jpg,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_zebra/n02381460_1010.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X2_test200_fake_zebra/n02381460_1010_fake_B.png,optionB,,
3UZUVSO3P7P565T5LUSANM6FXAMEM2,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Thu Mar 08 23:18:27 PST 2018,2,BatchId:3146169;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 00:18:27 PDT 2018,,,34HJIJKLP6Q9RAOE0IMQQG8P1FG4VP,A3VETGL4OCTWD5,Approved,Thu Mar 08 23:24:23 PST 2018,Thu Mar 08 23:24:42 PST 2018,Mon Mar 12 00:24:42 PDT 2018,Fri Mar 09 00:25:34 PST 2018,,,19,100% (3/3),100% (3/3),100% (3/3),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_horse/n02381460_1030.jpg,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_zebra/n02381460_1030.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X2_test200_fake_zebra/n02381460_1030_fake_B.png,optionB,,
3UZUVSO3P7P565T5LUSANM6FXAMEM2,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Thu Mar 08 23:18:27 PST 2018,2,BatchId:3146169;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 00:18:27 PDT 2018,,,3X1FV8S5JYLP3QHYVJORZ55SRKPVG3,A3HZOX9WVM2ZCB,Approved,Thu Mar 08 23:33:21 PST 2018,Thu Mar 08 23:33:29 PST 2018,Mon Mar 12 00:33:29 PDT 2018,Fri Mar 09 00:25:35 PST 2018,,,8,100% (14/14),100% (14/14),100% (14/14),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_horse/n02381460_1030.jpg,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_zebra/n02381460_1030.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X2_test200_fake_zebra/n02381460_1030_fake_B.png,optionB,,
3MDKGGG61QH56LQAO9AOXC9UAKU6TA,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Thu Mar 08 23:18:27 PST 2018,2,BatchId:3146169;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 00:18:27 PDT 2018,,,33LK57MYLUZ92FVZRG7B9P1R36OZSQ,A3HZOX9WVM2ZCB,Submitted,Thu Mar 08 23:24:52 PST 2018,Thu Mar 08 23:25:00 PST 2018,Mon Mar 12 00:25:00 PDT 2018,,,,8,100% (14/14),100% (14/14),100% (14/14),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_horse/n02381460_1090.jpg,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_zebra/n02381460_1090.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X2_test200_fake_zebra/n02381460_1090_fake_B.png,optionB,,
3MDKGGG61QH56LQAO9AOXC9UAKU6TA,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Thu Mar 08 23:18:27 PST 2018,2,BatchId:3146169;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 00:18:27 PDT 2018,,,3ZR9AIQJUC3TY9NYXLY15NIZ7J440Y,A2VI8XH6A1PB27,Submitted,Thu Mar 08 23:35:59 PST 2018,Thu Mar 08 23:36:06 PST 2018,Mon Mar 12 00:36:06 PDT 2018,,,,7,100% (12/12),100% (12/12),100% (12/12),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_horse/n02381460_1090.jpg,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_zebra/n02381460_1090.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X2_test200_fake_zebra/n02381460_1090_fake_B.png,optionB,,
3SBNLSTU6UZ0D6EO4O7KP6K3C22ZDA,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Thu Mar 08 23:18:27 PST 2018,2,BatchId:3146169;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 00:18:27 PDT 2018,,,3OVR4I9USQDHM2SXEJSGKT9HKN14QV,A18S7VHZ6X4F93,Submitted,Thu Mar 08 23:23:52 PST 2018,Thu Mar 08 23:24:06 PST 2018,Mon Mar 12 00:24:06 PDT 2018,,,,14,100% (2/2),100% (2/2),100% (2/2),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_horse/n02381460_1100.jpg,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_zebra/n02381460_1100.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X2_test200_fake_zebra/n02381460_1100_fake_B.png,optionB,,
3SBNLSTU6UZ0D6EO4O7KP6K3C22ZDA,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Thu Mar 08 23:18:27 PST 2018,2,BatchId:3146169;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 00:18:27 PDT 2018,,,3SPJ033422XGYM2480WE3H121T8JY4,A3HZOX9WVM2ZCB,Submitted,Thu Mar 08 23:35:04 PST 2018,Thu Mar 08 23:35:29 PST 2018,Mon Mar 12 00:35:29 PDT 2018,,,,25,100% (14/14),100% (14/14),100% (14/14),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_horse/n02381460_1100.jpg,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_zebra/n02381460_1100.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X2_test200_fake_zebra/n02381460_1100_fake_B.png,optionB,,
3HO4MYYR12IK6Y5ZOE0Y28VWTY16U1,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Thu Mar 08 23:18:27 PST 2018,2,BatchId:3146169;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 00:18:27 PDT 2018,,,3NC5L260MPGOZ6C6JNWVMSB8UCSFOM,A3HZOX9WVM2ZCB,Submitted,Thu Mar 08 23:29:16 PST 2018,Thu Mar 08 23:29:23 PST 2018,Mon Mar 12 00:29:23 PDT 2018,,,,7,100% (14/14),100% (14/14),100% (14/14),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_horse/n02381460_1110.jpg,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_zebra/n02381460_1110.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X2_test200_fake_zebra/n02381460_1110_fake_B.png,optionB,,
3HO4MYYR12IK6Y5ZOE0Y28VWTY16U1,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Thu Mar 08 23:18:27 PST 2018,2,BatchId:3146169;OriginalHitTemplateId:926158629;,120,259200,Fri Mar 16 00:18:27 PDT 2018,,,3WOKGM4L72AX22XGG5DAJLO4OA2O0Q,A1UVDNSYWD7L0T,Submitted,Thu Mar 08 23:20:23 PST 2018,Thu Mar 08 23:20:33 PST 2018,Mon Mar 12 00:20:33 PDT 2018,,,,10,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_horse/n02381460_1110.jpg,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_zebra/n02381460_1110.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/ImagenetZebra_cycle_attn_X2_test200_fake_zebra/n02381460_1110_fake_B.png,optionB,,
