HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image_url,Input.image_A_url,Input.image_B_url,Answer.choice,Approve,Reject
30QQTY5GMKE3AYJ47O5Q8MVSO957UL,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:44 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:44 PDT 2018,,,3E47SOBEYRQ708HTUQTPUPUJLW3ICX,A1EZRTSWXP7LJJ,Submitted,Sat Mar 10 06:05:18 PST 2018,Sat Mar 10 06:06:03 PST 2018,Tue Mar 13 07:06:03 PDT 2018,,,,45,100% (5/5),100% (5/5),100% (5/5),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_7681_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_7681_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_7681_fake_A.png,optionA,,
30U1YOGZGAQ3CUSA9WDCTDN0PNNDS4,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:52 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:52 PDT 2018,,,3U0SRXB7CEZ3KBH393WCOSPM7W2RNU,A3AVUWEVKE63E8,Submitted,Sat Mar 10 06:31:23 PST 2018,Sat Mar 10 06:32:39 PST 2018,Tue Mar 13 07:32:39 PDT 2018,,,,76,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_1680_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_1680_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_1680_fake_A.png,optionA,,
311HQEI8RSAKWXDEDB4YPEA7QRK7ZA,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:49 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:49 PDT 2018,,,3GD6L00D3TR99OXMZ82X5MI9Y8VM1Q,A2LV5432PV1S39,Submitted,Sat Mar 10 05:59:46 PST 2018,Sat Mar 10 05:59:49 PST 2018,Tue Mar 13 06:59:49 PDT 2018,,,,3,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_11040_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_11040_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_11040_fake_A.png,optionA,,
31GECDVA9JGZ4NFYSW2VM2HGQC366J,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:55 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:55 PDT 2018,,,30ZX6P7VF9PQX19XFFPJUD0XMKH2JM,A119A8DHXU2PP7,Submitted,Sat Mar 10 06:24:52 PST 2018,Sat Mar 10 06:25:01 PST 2018,Tue Mar 13 07:25:01 PDT 2018,,,,9,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_5380_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_5380_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_5380_fake_A.png,optionA,,
31KPKEKW4A7AWOAEMY3MOHTHRASB08,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:53 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:53 PDT 2018,,,3300DTYQT3BZE4PQ3P4TTFL8XIZQE3,A119A8DHXU2PP7,Submitted,Sat Mar 10 06:28:58 PST 2018,Sat Mar 10 06:29:05 PST 2018,Tue Mar 13 07:29:05 PDT 2018,,,,7,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_2151_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_2151_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_2151_fake_A.png,optionA,,
31KPKEKW4A7AWOAEMY3MOHTHRASB08,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:53 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:53 PDT 2018,,,3JRJSWSMQIF773JO5ESXG7SXNQK3EC,A2LV5432PV1S39,Submitted,Sat Mar 10 06:08:47 PST 2018,Sat Mar 10 06:08:50 PST 2018,Tue Mar 13 07:08:50 PDT 2018,,,,3,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_2151_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_2151_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_2151_fake_A.png,optionA,,
31MCUE39BKG24XHML7DJRQILAZ43GC,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:49 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:49 PDT 2018,,,3XXU1SWE8NP80Y3F6M8SIQ4ZZZ0A0R,A3CBOZUTFR0NR7,Submitted,Sat Mar 10 05:52:15 PST 2018,Sat Mar 10 05:52:26 PST 2018,Tue Mar 13 06:52:26 PDT 2018,,,,11,100% (56/56),100% (56/56),100% (56/56),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_1030_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_1030_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_1030_fake_A.png,optionA,,
31YWE12TE06VR2DZCTGDSTUWIRM7XD,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:45 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:45 PDT 2018,,,38F5OAUN5O61SWBDXR3TER1QK8Y7H1,A2LV5432PV1S39,Submitted,Sat Mar 10 06:11:39 PST 2018,Sat Mar 10 06:11:41 PST 2018,Tue Mar 13 07:11:41 PDT 2018,,,,2,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_9070_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_9070_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_9070_fake_A.png,optionA,,
31YWE12TE06VR2DZCTGDSTUWIRM7XD,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:45 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:45 PDT 2018,,,3S06PH7KSSY65UR9MF3UMWVFPU61DQ,A119A8DHXU2PP7,Submitted,Sat Mar 10 06:21:50 PST 2018,Sat Mar 10 06:21:58 PST 2018,Tue Mar 13 07:21:58 PDT 2018,,,,8,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_9070_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_9070_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_9070_fake_A.png,optionA,,
324N5FAHSX5RISFOV8448D2X80DVK3,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:49 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:49 PDT 2018,,,3RWE2M8QWI4FKHX4FQDX4WOZY610N3,A1EZRTSWXP7LJJ,Submitted,Sat Mar 10 06:08:30 PST 2018,Sat Mar 10 06:10:17 PST 2018,Tue Mar 13 07:10:17 PDT 2018,,,,107,100% (5/5),100% (5/5),100% (5/5),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_10651_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_10651_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_10651_fake_A.png,optionA,,
329E6HTMSWW76JD5BYYYPIAEHGL3KF,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:51 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:51 PDT 2018,,,36TFCYNS454V7BH4F47R8QEEM1CHX5,A2LV5432PV1S39,Submitted,Sat Mar 10 06:04:05 PST 2018,Sat Mar 10 06:04:11 PST 2018,Tue Mar 13 07:04:11 PDT 2018,,,,6,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_13701_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_13701_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_13701_fake_A.png,optionA,,
32K26U12DNIJ4M9E3RIH4077ORGVDQ,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:44 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:44 PDT 2018,,,3D3VGR7TA19WG7OTRKCXFERG2FA3RP,A2LV5432PV1S39,Submitted,Sat Mar 10 06:09:53 PST 2018,Sat Mar 10 06:09:56 PST 2018,Tue Mar 13 07:09:56 PDT 2018,,,,3,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_7161_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_7161_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_7161_fake_A.png,optionA,,
32PT7WK7DM9ZSD7VJHCBL5FOX7O3D2,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:45 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:45 PDT 2018,,,3LUY3GC630UT5D91G4BYN03H6Z77P5,A2LV5432PV1S39,Submitted,Sat Mar 10 06:05:16 PST 2018,Sat Mar 10 06:05:18 PST 2018,Tue Mar 13 07:05:18 PDT 2018,,,,2,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_8220_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_8220_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_8220_fake_A.png,optionA,,
32PT7WK7DM9ZSD7VJHCBL5FOX7O3D2,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:45 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:45 PDT 2018,,,3TU5ZICBREVI53FZQMIT15PMMF1Q84,A119A8DHXU2PP7,Submitted,Sat Mar 10 06:28:38 PST 2018,Sat Mar 10 06:28:47 PST 2018,Tue Mar 13 07:28:47 PDT 2018,,,,9,0% (0/0),0% (0/0),0% (0/0),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_8220_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_8220_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_8220_fake_A.png,optionA,,
32PT7WK7DM9ZSD7VJHCBL5FOX7OD3C,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:44 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:44 PDT 2018,,,31LM9EDVOMMMMNYQ1YN3M13VXF5NJV,A3CBOZUTFR0NR7,Submitted,Sat Mar 10 05:56:43 PST 2018,Sat Mar 10 05:56:48 PST 2018,Tue Mar 13 06:56:48 PDT 2018,,,,5,100% (56/56),100% (56/56),100% (56/56),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_6781_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_6781_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_6781_fake_A.png,optionA,,
32TMVRKDGNS8TEU82N6E9ITT0GN84M,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:50 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:50 PDT 2018,,,34S6N1K2ZWD07H0F1L43XWJRFS3LHO,A1EZRTSWXP7LJJ,Submitted,Sat Mar 10 06:18:47 PST 2018,Sat Mar 10 06:19:09 PST 2018,Tue Mar 13 07:19:09 PDT 2018,,,,22,100% (5/5),100% (5/5),100% (5/5),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_13151_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_13151_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_13151_fake_A.png,optionA,,
32TZXEA1OLEQIEAN32XZU86LMAH14V,3WXKWJ1SHEMOHME7RONJNXBCJ2WTDQ,Choose between image A or B,Choose between image A or B whose visual quality is better,"image, comparison, choose, abtest",$0.00 ,Sat Mar 10 05:43:56 PST 2018,2,BatchId:3147730;OriginalHitTemplateId:926158629;,120,259200,Sat Mar 17 06:43:56 PDT 2018,,,31QTRG6Q2U7CKX523D1Y0DNEAYFPYN,A3CBOZUTFR0NR7,Submitted,Sat Mar 10 05:56:13 PST 2018,Sat Mar 10 05:56:28 PST 2018,Tue Mar 13 06:56:28 PDT 2018,,,,15,100% (56/56),100% (56/56),100% (56/56),https://raw.githubusercontent.com/napCC/PhotoRep/master/real_orange/n07740461_6151_real_B.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/CycleGAN_fake_apple/n07740461_6151_real_A.png,https://raw.githubusercontent.com/napCC/PhotoRep/master/Apple2Orange_cycle_attn_gan_X1_fake_apple/n07740461_6151_fake_A.png,optionA,,
